date,study_site,longitude,latitude
2002-05-02,Moberly,-122.43442651409256,55.6406128890974
2002-05-02,Moberly,-122.47847050126741,55.87070046028693
2002-05-15,Moberly,-122.41002496172571,55.60671187429772
2002-05-15,Moberly,-122.48903866221916,55.8545083811464
2002-05-27,Moberly,-122.49373180912771,55.55318978801626
2002-05-27,Moberly,-122.47601024656885,55.8528362486743
2002-06-10,Moberly,-122.43289730548098,55.86821668513247
2002-06-10,Moberly,-122.45056856331483,55.599684693696425
2002-06-24,Moberly,-122.41498099933351,55.59580900192749
2002-06-24,Moberly,-122.50266729898243,55.850547784689894
2002-07-02,Moberly,-122.44878386978928,55.60019785494015
2002-07-02,Moberly,-122.5025936581315,55.85131123659625
2002-07-08,Moberly,-122.49882371166149,55.85382080790039
2002-07-08,Moberly,-122.42983557633222,55.624174867727355
2002-07-22,Moberly,-122.50030720215605,55.55343242952065
2002-07-22,Moberly,-122.5212606708624,55.73731609750987
2002-08-11,Moberly,-122.41896843736792,55.6298747040673
2002-08-11,Moberly,-122.434274677928,55.73597596050568
2002-08-23,Moberly,-122.4432275940743,55.7469791404842
2002-08-23,Moberly,-122.50283125727024,55.553146165136916
2002-09-14,Moberly,-122.43679676261844,55.61824953057063
2002-09-30,Moberly,-122.42765419243808,55.62783984401023
2002-09-30,Moberly,-122.43093827377855,55.74965443215011
2002-10-21,Moberly,-122.4139367919133,55.82312926873598
2002-10-21,Moberly,-122.55879248373655,55.5682856143784
2002-11-05,Moberly,-122.43271834083788,55.62139369163335
2002-11-05,Moberly,-122.40521557722988,55.783776237557404
2002-12-05,Moberly,-122.45575620435757,55.61244051945052
2002-12-05,Moberly,-122.57471683476864,55.62374727526795
2002-12-05,Moberly,-122.5752121128807,55.62347043794411
2002-12-05,Moberly,-122.57592368016165,55.62375145287496
2002-12-05,Moberly,-122.57714340683994,55.624034216181634
2002-12-05,Moberly,-122.45731490278769,55.612231769494045
2002-12-05,Moberly,-122.46029952276731,55.616854579074506
2002-12-05,Moberly,-122.57579198598205,55.624182305741726
2002-12-06,Moberly,-122.46591284049155,55.618559463145026
2002-12-06,Moberly,-122.46179720455086,55.61763392510127
2002-12-06,Moberly,-122.55331305949969,55.62211670318979
2002-12-06,Moberly,-122.45951564190521,55.61728243911958
2002-12-06,Moberly,-122.46073312098316,55.616497059876956
2002-12-06,Moberly,-122.45858870055945,55.61656848495902
2002-12-06,Moberly,-122.45837450439095,55.617133635557785
2002-12-06,Moberly,-122.56853703207159,55.62396830818672
2002-12-06,Moberly,-122.56113452548985,55.62417567657254
2002-12-06,Moberly,-122.558216591711,55.62240402715826
2002-12-06,Moberly,-122.55373642311193,55.621192727195606
2002-12-06,Moberly,-122.55367535932749,55.62097685064047
2002-12-07,Moberly,-122.53638500918785,55.61543150330735
2002-12-07,Moberly,-122.55516610174088,55.62254575934195
2002-12-07,Moberly,-122.55466439078228,55.62197784645172
2002-12-07,Moberly,-122.55474144225045,55.62218479489446
2002-12-07,Moberly,-122.55324664313437,55.620975290150426
2002-12-07,Moberly,-122.55431668861208,55.62183281419773
2002-12-07,Moberly,-122.46719373934178,55.61777429624862
2002-12-07,Moberly,-122.4664179819255,55.61877731686813
2002-12-07,Moberly,-122.46755693102536,55.62026489689278
2002-12-07,Moberly,-122.46804774653236,55.62154298735218
2002-12-07,Moberly,-122.4681973422979,55.621049425647485
2002-12-08,Moberly,-122.45823408711924,55.60889316626324
2002-12-08,Moberly,-122.47942493567216,55.595802965717795
2002-12-08,Moberly,-122.54236140738426,55.616217722031955
2002-12-08,Moberly,-122.53966399417128,55.61607284509226
2002-12-08,Moberly,-122.53944256763178,55.616000129045524
2002-12-08,Moberly,-122.53802703848616,55.61621046110777
2002-12-08,Moberly,-122.47558700932804,55.5980060753558
2002-12-08,Moberly,-122.538095508778,55.6157883950455
2002-12-08,Moberly,-122.54343286076514,55.61692259226442
2002-12-09,Moberly,-122.55381581544113,55.621193015972054
2002-12-09,Moberly,-122.55473116506012,55.62169054966353
2002-12-09,Moberly,-122.5538123031857,55.622900267003786
2002-12-09,Moberly,-122.53375977104328,55.619914360615
2002-12-09,Moberly,-122.52522948324088,55.62282892514613
2002-12-09,Moberly,-122.5540214194428,55.62126564838438
2002-12-09,Moberly,-122.4198586912472,55.862791695094245
2002-12-09,Moberly,-122.45612166004406,55.59979930252261
2002-12-09,Moberly,-122.41990921127736,55.61564586080645
2002-12-09,Moberly,-122.47666418229612,55.59815444742852
2002-12-09,Moberly,-122.4758066022093,55.5970096045244
2002-12-09,Moberly,-122.43826446209835,55.63442144516922
2002-12-09,Moberly,-122.41188309112906,55.66179387041132
2002-12-09,Moberly,-122.43704975092098,55.63605126416629
2002-12-10,Moberly,-122.2962496260663,55.722449477670686
2002-12-10,Moberly,-122.28685481683702,55.727786659768476
2002-12-10,Moberly,-122.29076944245328,55.708589101325636
2002-12-10,Moberly,-122.56191682915991,55.639462945996215
2002-12-10,Moberly,-122.55629604818236,55.651842827975244
2002-12-10,Moberly,-122.54990438669701,55.65766914879619
2002-12-10,Moberly,-122.54406410378824,55.654188154979906
2002-12-10,Moberly,-122.57115809744373,55.63989095495511
2002-12-10,Moberly,-122.55140115597828,55.65603925848938
2002-12-11,Moberly,-122.46365189049196,55.61087585059846
2002-12-11,Moberly,-122.46357526437096,55.619977981547365
2002-12-11,Moberly,-122.48398215187555,55.608887377127616
2002-12-11,Moberly,-122.46357674264972,55.6117291595467
2002-12-11,Moberly,-122.45724118405,55.61756892340361
2002-12-11,Moberly,-122.4575282187733,55.611729516057885
