date,study_site,longitude,latitude
2001-02-21,Graham,-122.5200487914293,56.23949645315371
2001-02-21,Graham,-122.52241613281835,56.239847030802096
2001-02-21,Graham,-122.5231725056304,56.24000268753448
2001-02-21,Graham,-122.53275842815133,56.23187214667266
2001-02-21,Graham,-122.5313610482623,56.234023194643505
2001-02-22,Graham,-122.53208858542935,56.233891177063505
2001-02-22,Graham,-122.53183443520912,56.233566765982076
2001-02-22,Graham,-122.53259323902849,56.23351572618708
2001-02-22,Graham,-122.53192078594013,56.23309988734827
2001-02-22,Graham,-122.53137157784344,56.233160701669036
2001-02-22,Graham,-122.53226722989444,56.23379302056126
2001-02-23,Graham,-122.53073523483243,56.23375128148934
2001-02-23,Graham,-122.53122354964664,56.23339374363977
2001-02-23,Graham,-122.53124231343658,56.23317818149643
2001-02-23,Graham,-122.53330095597,56.236339597672135
2001-02-23,Graham,-122.5322920086678,56.23308332157797
2001-02-24,Graham,-122.5321195331958,56.23399911067809
2001-02-24,Graham,-122.53295889067331,56.23395735789364
2001-02-24,Graham,-122.53378658923842,56.233547182145394
2001-02-24,Graham,-122.53598254950457,56.233375741833065
2001-02-25,Graham,-122.53530796118751,56.231800884958
2001-02-25,Graham,-122.53572288788645,56.23217081588766
2001-02-25,Graham,-122.53623833680844,56.230896918856295
2001-02-25,Graham,-122.53552123919285,56.23150519002238
2001-02-25,Graham,-122.54642457791144,56.22612785301483
2001-02-25,Graham,-122.53517171098393,56.231063626294535
2001-02-26,Graham,-122.53240601719763,56.232993905267755
2001-02-26,Graham,-122.53181072074757,56.23286586829185
2001-02-26,Graham,-122.53230989062266,56.232939633683614
2001-02-26,Graham,-122.5322354060342,56.23375696140153
2001-02-26,Graham,-122.48004062449988,56.235606156466744
2001-02-27,Graham,-122.47947063462976,56.23243214574215
2001-02-27,Graham,-122.4792832527925,56.234354092656794
2001-02-27,Graham,-122.47679420204979,56.238251956221134
2001-02-27,Graham,-122.47712992733656,56.23847799363574
2001-02-28,Graham,-122.48598291663085,56.23398677504196
2001-02-28,Graham,-122.4953501664517,56.23316279644307
2001-02-28,Graham,-122.49529403104995,56.23252465119644
2001-02-28,Graham,-122.49521456109498,56.232434479662196
2001-02-28,Graham,-122.49713711907556,56.23220870442635
2001-03-01,Graham,-122.50250165267737,56.23400038112307
2001-03-01,Graham,-122.50373513750536,56.23467020409645
2001-03-01,Graham,-122.504101860387,56.235004109232136
2001-03-01,Graham,-122.49766574494363,56.23742199641429
2001-03-02,Graham,-122.49774226631426,56.236505864617655
2001-03-02,Graham,-122.49911653056152,56.236277831763665
2001-03-02,Graham,-122.5011103250358,56.23554913803574
2001-03-02,Graham,-122.49415579413706,56.23810850771866
2001-03-03,Graham,-122.48775563327072,56.2341199123684
2001-03-03,Graham,-122.49010591342964,56.23813681080795
2001-03-03,Graham,-122.49015956256504,56.23774170364246
2001-03-03,Graham,-122.48925028709984,56.238178206050215
2001-03-04,Graham,-122.48982375646013,56.23630276233982
2001-03-04,Graham,-122.493154623043,56.23817628912129
2001-03-04,Graham,-122.49395069010151,56.237757264697244
2001-03-04,Graham,-122.4952544025241,56.23676528401783
2001-03-05,Graham,-122.48136333692787,56.24158655645139
2001-03-05,Graham,-122.49203715127081,56.23971708073358
2001-03-05,Graham,-122.49312817571936,56.23651400551982
2001-03-05,Graham,-122.4887144643586,56.23722361171636
2001-03-06,Graham,-122.47975684313913,56.23035787281681
2001-03-06,Graham,-122.47890789901602,56.227542073496274
2001-03-06,Graham,-122.47761887743825,56.22626080293664
2001-03-06,Graham,-122.47446803762035,56.22314771800156
2001-03-07,Graham,-122.46486860895651,56.2257301222764
2001-03-07,Graham,-122.46715320594879,56.226135311712646
2001-03-07,Graham,-122.46897909446936,56.22589158824382
2001-03-07,Graham,-122.47046417999084,56.22579912069008
2001-03-08,Graham,-122.47339171115401,56.22754567353854
2001-03-08,Graham,-122.47617538108048,56.228033681642934
2001-03-08,Graham,-122.47446309096952,56.22940108810583
2001-03-08,Graham,-122.47388146550014,56.22947049443768
2001-03-08,Graham,-122.47208473041931,56.2299300489097
2001-03-09,Graham,-122.48766729231329,56.229860778979045
2001-03-09,Graham,-122.4784065488572,56.22526681804265
2001-03-09,Graham,-122.47877637640076,56.225349239364824
2001-03-09,Graham,-122.47723085510857,56.22514505428443
2001-03-10,Graham,-122.48178040209051,56.22264846134152
2001-03-10,Graham,-122.4805089553975,56.22364942225189
2001-03-11,Graham,-122.4722122303548,56.231215412405405
2001-03-11,Graham,-122.47199333488405,56.23071133243704
2001-03-12,Graham,-122.46285423399208,56.230222759019696
2001-03-12,Graham,-122.465123197492,56.23060994767918
2001-03-12,Graham,-122.46614908049608,56.22875453330116
2001-03-12,Graham,-122.47373701107901,56.237654984820615
2001-03-13,Graham,-122.47499828571962,56.23744470835882
2001-03-13,Graham,-122.46561897354252,56.22164529684407
2001-03-13,Graham,-122.47364415961249,56.23736707819386
2001-03-13,Graham,-122.4792943158133,56.239484425337594
2001-03-14,Graham,-122.47390991076858,56.23681115425339
2001-03-14,Graham,-122.47351411568948,56.23743840292993
2001-03-14,Graham,-122.47280618039896,56.23612361654565
2001-03-15,Graham,-122.47465963069814,56.23743428642486
2001-03-15,Graham,-122.47316154869587,56.23726619235028
2001-03-15,Graham,-122.47288424799689,56.236312628728676
2001-03-15,Graham,-122.47953026323867,56.235172743381774
2001-03-16,Graham,-122.48859076473622,56.2380317265655
2001-03-16,Graham,-122.4846431345058,56.249668539779215
2001-03-17,Graham,-122.47635884704792,56.26187993321835
2001-03-17,Graham,-122.47832687876058,56.259615111831074
2001-03-17,Graham,-122.47799891195605,56.257619123985606
2001-03-18,Graham,-122.47441023180872,56.25682226861724
2001-03-18,Graham,-122.47553166200312,56.25626098823021
