date,study_site,longitude,latitude
2013-03-25,Scott,-123.33993556518898,55.88116563613351
2013-03-25,Scott,-123.3421400193343,55.88099779680058
2013-03-25,Scott,-123.34235049487872,55.88311771353488
2013-03-25,Scott,-123.32621717458436,55.86361873907767
2013-03-25,Scott,-123.356821962697,55.8783594036315
2013-03-25,Scott,-123.35930710080619,55.873994358083955
2013-03-25,Scott,-123.3425271256126,55.88320707404418
2013-03-25,Scott,-123.34217127715296,55.88091684332764
2013-03-25,Scott,-123.34020722507496,55.881155900617095
2013-03-25,Scott,-123.32604252860857,55.8656588415371
2013-03-26,Scott,-123.34606126966206,55.88514697466234
2013-03-26,Scott,-123.365183741972,55.87519006785014
2013-03-26,Scott,-123.32072626547964,55.86428010263015
2013-03-26,Scott,-123.36338560515526,55.874323824529625
2013-03-26,Scott,-123.35188882139187,55.88784398069197
2013-03-26,Scott,-123.34601299121871,55.8851111696461
2013-03-26,Scott,-123.34629291651146,55.88602687037496
2013-03-27,Scott,-123.33674338552493,55.88172250393511
2013-03-27,Scott,-123.34219562037987,55.883684210094174
2013-03-27,Scott,-123.340324356038,55.88358157441599
2013-03-27,Scott,-123.34045994787077,55.88446174657399
2013-03-27,Scott,-123.3404363339293,55.883590250030934
2013-03-27,Scott,-123.34192457520115,55.883765829657136
2013-03-27,Scott,-123.34335500309408,55.88101238489342
2013-03-27,Scott,-123.32556608009226,55.87364793612286
2013-03-27,Scott,-123.32090769038177,55.874657522317115
2013-03-27,Scott,-123.31985413566484,55.87481301211125
2013-03-27,Scott,-123.34525867900345,55.881177779752534
2013-03-28,Scott,-123.34505196071926,55.87949813049016
2013-03-28,Scott,-123.34087582313231,55.88083957012609
2013-03-28,Scott,-123.32459257896663,55.87956275455301
2013-03-28,Scott,-123.3423876164127,55.88188664113764
2013-03-28,Scott,-123.34193845939949,55.881708185803795
2013-03-28,Scott,-123.34095487930168,55.880740514262676
2013-03-28,Scott,-123.34458659654744,55.879292774645755
2013-03-28,Scott,-123.34455462887024,55.8792928641127
2013-03-28,Scott,-123.34124165343368,55.880631897636306
2013-03-28,Scott,-123.34190633178714,55.88169030466932
2013-03-29,Scott,-123.34475019719076,55.88152064137985
2013-03-29,Scott,-123.34560511254801,55.884186842205175
2013-03-29,Scott,-123.34728736075122,55.881019326178674
2013-03-29,Scott,-123.34478208706365,55.88151156690406
2013-03-29,Scott,-123.34722350277399,55.88102849146452
2013-03-29,Scott,-123.34473421243703,55.88152068613677
2013-03-29,Scott,-123.34470280024193,55.88158367033472
2013-03-29,Scott,-123.34547778438478,55.884250095759256
2013-03-29,Scott,-123.34687336492613,55.88120019682842
2013-03-29,Scott,-123.34645268253449,55.88422040096329
2013-03-30,Scott,-123.36215031656029,55.87554046580093
2013-03-30,Scott,-123.35451486224319,55.87776406094781
2013-03-30,Scott,-123.362228053127,55.875306622063896
2013-03-30,Scott,-123.34441825146132,55.880137852732275
2013-03-30,Scott,-123.34413093350418,55.880183582042285
2013-03-30,Scott,-123.3536918780009,55.87690384993249
2013-03-30,Scott,-123.3621498147988,55.87548655611444
2013-03-30,Scott,-123.35412292404379,55.87684869971336
2013-03-30,Scott,-123.35401742108006,55.87754984782187
2013-03-30,Scott,-123.34428727685665,55.879787796997874
2013-03-30,Scott,-123.34438604447294,55.880110987281924
2013-03-31,Scott,-123.36231507186736,55.87950245021698
2013-03-31,Scott,-123.35701210339121,55.876436021944436
2013-03-31,Scott,-123.36151353931412,55.879253221088284
2013-03-31,Scott,-123.36340822463335,55.87845694650698
2013-03-31,Scott,-123.35667737388908,55.87653582924504
2013-03-31,Scott,-123.36350488095044,55.878537527876475
2013-03-31,Scott,-123.35710610255924,55.87622908993965
2013-04-01,Scott,-123.37741616363316,55.86260083826228
2013-04-01,Scott,-123.37728570015872,55.86727354995728
2013-04-01,Scott,-123.37723785070776,55.867282681813755
2013-04-01,Scott,-123.37704645267858,55.86731920905386
2013-04-01,Scott,-123.37704460418409,55.86217967169632
2013-04-01,Scott,-123.37722143645806,55.867237806057176
2013-04-01,Scott,-123.37728587434887,55.867291519846326
2013-04-01,Scott,-123.37688562000208,55.867211879037896
2013-04-01,Scott,-123.37704445077308,55.86711255532204
2013-04-01,Scott,-123.37722222018067,55.86731867055849
2013-04-01,Scott,-123.37748102971308,55.86269947675599
2013-04-01,Scott,-123.3775783730252,55.86285192690397
2013-04-02,Scott,-123.36052254154845,55.8775309706791
2013-04-02,Scott,-123.36221400155974,55.87379715061674
2013-04-02,Scott,-123.37836090237008,55.864457877898204
2013-04-02,Scott,-123.36335431283541,55.874395798458146
2013-04-02,Scott,-123.3603321591258,55.877684276260815
2013-04-02,Scott,-123.36418729648196,55.87630718361636
2013-04-02,Scott,-123.37837653070684,55.864421888995196
2013-04-02,Scott,-123.36055725548664,55.877827380290825
2013-04-02,Scott,-123.3783128819856,55.864449040276355
2013-04-02,Scott,-123.37831296930851,55.86445802522396
2013-04-02,Scott,-123.35961668609959,55.872906245448
2013-04-03,Scott,-123.35798519829486,55.87796966372736
2013-04-03,Scott,-123.35800250439681,55.87811337642204
2013-04-03,Scott,-123.35423400573742,55.880271736177065
2013-04-03,Scott,-123.35745898856148,55.87810597047832
2013-04-03,Scott,-123.364186122933,55.87447420737436
2013-04-03,Scott,-123.35836267259691,55.8773036615685
2013-04-04,Scott,-123.37656291418469,55.86688939901707
2013-04-04,Scott,-123.3767222662492,55.86684398538775
2013-04-04,Scott,-123.36832659027644,55.871209247057095
