year,animal_id,longitude,latitude
1991,HR_151.735,-121.57285851116059,53.778291521117126
1991,HR_151.739,-121.66698692309195,54.41507588119946
1991,HR_151.749,-121.06541263483795,54.30317653605791
1991,HR_151.775,-121.54097186448196,53.99400052245236
1991,HR_151.785,-121.59643053415402,53.79092454414608
1991,HR_151.790,-121.85182788603613,53.533455470060254
1991,HR_151.805,-121.59323484591525,53.79168391942928
1991,HR_151.960,-121.49578142772471,53.89737407373027
1991,HR_152.641,-121.03618960251845,53.453354241368025
1992,HR_151.499,-121.5406465602518,54.155438941972676
1992,HR_151.510,-121.26681487965807,54.29473139954293
1992,HR_151.519,-121.69404899595364,54.38999615751039
1992,HR_151.540,-121.14902347377485,54.385566534924834
1992,HR_151.550,-121.40043169159759,53.45968630997552
1992,HR_151.559,-121.13364913549664,53.39468279876186
1992,HR_151.570,-121.18722409028408,53.514177052061044
1992,HR_151.589,-121.5406465602518,54.155438941972676
1992,HR_151.600,-120.92173986391546,53.14393678486496
1992,HR_151.609,-121.20853504046808,53.581023550929785
1992,HR_151.641,-121.23709316078319,53.54818552441237
1992,HR_151.649,-121.35988943170901,53.651515487190245
1992,HR_151.660,-121.57868304111572,53.75948656523328
1992,HR_151.670,-121.26681487965807,54.29473139954293
1992,HR_151.700,-122.30675286169858,53.578046323880855
1992,HR_151.720,-121.77944170898859,54.41875227885974
1992,HR_151.735,-121.57868304111572,53.75948656523328
1992,HR_151.739,-121.7745783039089,54.42679218507641
1992,HR_151.775,-121.58441604854332,53.76944241820027
1992,HR_151.785,-121.58441604854332,53.76944241820027
1992,HR_151.790,-121.79441016009277,53.58926172093855
1992,HR_151.805,-121.58441604854332,53.76944241820027
1992,HR_151.960,-121.58441604854332,53.76944241820027
2001,GR_C01,-122.59779718875193,56.270010211119995
2001,GR_C02,-122.54065619773588,56.272847447538574
2001,GR_C03,-122.56674058672706,56.31444484710824
2001,GR_C04,-122.60679087241472,56.41114102276926
2001,GR_C05,-123.24331226041741,56.59600994451641
2001,GR_C06,-122.86620246790919,56.24311923540768
2001,GR_C07,-123.22599843224863,56.21222912976928
2001,GR_C08,-123.10888769735953,56.43733325256755
2001,GR_C09,-122.55751131535617,56.32290051339273
2001,GR_C10,-123.18321755840954,56.69584659328532
2001,GR_C11,-123.04969868930384,56.48171461063328
2001,GR_C12,-123.17992408445105,56.69105854674329
2002,GR_C01,-122.59386952501576,56.27305819398991
2002,GR_C02,-122.48155049175521,56.26029306600997
2002,GR_C03,-122.53993671657196,56.324065914662384
2002,GR_C04,-122.57090418359475,56.371411138508286
2002,GR_C05,-122.91988862559639,56.49052535229762
2002,GR_C06,-122.75777366867675,56.256454175837334
2002,GR_C07,-123.05644145767799,56.2546798465866
2002,GR_C08,-123.06323055494171,56.329447878563826
2002,GR_C09,-122.55542869661295,56.32675104000802
2002,GR_C10,-123.08988473106007,56.62165348880594
2002,GR_C11,-122.76556739321286,56.49444351865676
2002,GR_C12,-123.21497160646747,56.79556110342876
2002,GR_C13,-122.68339870973684,56.31510681868947
2002,GR_C14,-122.50141982142698,56.25521102881686
2002,GR_C15,-122.97116521632411,56.22048402614135
2002,GR_C16,-122.58072588852957,56.28191763240339
2002,GR_C17,-122.85170065361957,56.31168478028002
2002,GR_C18,-122.5350545982712,56.298675519119406
2002,GR_C19,-122.29584494285575,56.20890547594732
2002,GR_C20,-122.50672139278292,56.2606244345255
2002,GR_C21,-123.0142743230577,56.35850546383499
2002,GR_C22,-123.21902906963061,56.2318344063044
2002,HR_car001,-122.09340493561419,54.82435751046787
2002,HR_car002,-122.16589806607006,54.85917020706083
2002,KE_car003,-122.57813671983185,55.12532478344786
2002,KE_car004,-122.5425266499814,55.13748239211707
2002,MO_car005,-122.45443617534569,55.599493483436184
2002,MO_car006,-122.46065811866752,55.817254602604585
2002,MO_car009,-122.46520753017255,55.61205883057277
2002,MO_car010,-122.48487031110115,55.61695872414935
2002,QU_car007,-121.65704439397938,55.06840927894558
2002,QU_car008,-121.32678632604959,54.95452164775149
2003,BP_car022,-122.32844958896186,55.407691314046914
2003,BP_car023,-122.31113803383717,55.32505541582089
2003,BP_car032,-122.12488148487752,55.362866089204466
2003,GR_C01,-122.5362980208475,56.26724442389771
2003,GR_C02,-122.45130827266492,56.273198892418286
2003,GR_C05,-123.34558476478003,56.662449040096305
2003,GR_C06,-122.7550294784237,56.247040386455126
2003,GR_C09,-122.57517933416725,56.31612116856888
2003,GR_C10,-123.3542605407488,56.6666802427525
2003,GR_C12,-123.13493960108042,56.822546967504636
2003,GR_C13,-122.59138784156679,56.31958472615607
2003,GR_C14,-122.20108073733773,56.253912881672
2003,GR_C15,-122.70299000904804,56.17808946290044
2003,GR_C16,-122.60121952147294,56.256889512812194
2003,GR_C17,-122.6083640496049,56.289244196895254
2003,GR_C18,-122.54333094773986,56.29446579979492
2003,GR_C20,-122.51826974249782,56.248850529279345
2003,GR_C21,-122.66073328956819,56.33193170320724
2003,GR_C22,-123.21497394983594,56.26398427909982
2003,HR_car001,-122.17193531416487,54.820924112881045
2003,HR_car002,-122.29715233686399,54.912909423971755
2003,HR_car016,-122.17388105910338,54.8024783910204
2003,HR_car017,-122.05940594616929,54.69913023389663
2003,HR_car019,-122.16786008547618,54.939575248541324
2003,HR_car029,-121.813991084637,54.66521492142268
2003,HR_car030,-122.14760373473814,54.8560962736491
2003,HR_car033,-122.1039789946997,54.69666960525471
2003,KE_car003,-122.63100519118237,55.21372783520924
2003,KE_car004,-122.65448868493395,55.14211850512361
2003,KE_car011,-122.64432165886545,55.16372747095244
2003,KE_car018,-122.4953786191604,55.314207517626215
2003,KE_car024,-122.8372038979796,55.09009212771501
2003,KE_car025,-122.85180499779392,55.10778443387477
2003,KE_car026,-122.81891853089931,55.083874347315536
2003,KE_car027,-122.85337509042238,55.1148541317796
2003,KE_car028,-122.85072740544734,55.12190225660154
2003,MO_car005,-122.4592374458373,55.601365695974664
2003,MO_car006,-122.49218225974984,55.81807888247583
2003,MO_car009,-122.43965420676423,55.619996754559075
2003,MO_car010,-122.44642175913087,55.62769919039089
2003,MO_car020,-122.47823742086875,55.628098621207265
2003,MO_car021,-122.5542549588965,55.67747281476186
2003,QU_car007,-121.5106399008481,55.065131800874454
2003,QU_car012,-121.49180236055182,55.082755634765945
2003,QU_car013,-121.38955988012664,54.9294684175041
2003,QU_car014,-121.03670449836976,54.913601486272114
2003,QU_car015,-121.58992458068568,54.82726513642452
2003,QU_car031,-121.40153068902046,54.931439186765566
2004,BP_car022,-122.32093230911043,55.46970800326933
2004,BP_car032,-122.29336513473699,55.42148643049938
2004,HR_car001,-122.10174147590162,54.82538406938111
2004,HR_car002,-122.35605393316196,54.946775183683386
2004,HR_car016,-122.20206964859975,54.82660200895604
2004,HR_car017,-122.00030431713525,54.71053157356471
2004,HR_car019,-122.30114122824764,54.94695480924058
2004,HR_car029,-121.75099170073777,54.62782532477361
2004,HR_car030,-122.13759683386202,54.84465159458217
2004,HR_car033,-122.05973167462191,54.72209409840464
2004,HR_car034,-121.7706541186343,54.72704158911377
2004,KE_car003,-122.65995625393457,55.22254990285969
2004,KE_car004,-122.49413723241936,55.16800927554835
2004,KE_car011,-122.74331175224476,55.23084421554642
2004,KE_car024,-122.52483157018379,55.09039157238503
2004,KE_car025,-122.62592709443182,55.284713726784524
2004,KE_car026,-122.5133837358532,55.23027504942103
2004,KE_car027,-122.71535836933207,55.22290481684436
2004,KE_car028,-122.5512944249148,55.179559651039334
2004,KE_car039,-122.58871151684055,55.19800334117689
2004,MO_car005,-122.49984933283777,55.61593328094427
2004,MO_car006,-122.52823912157689,55.80454022209682
2004,MO_car009,-122.51578830965235,55.61740735178969
2004,MO_car010,-122.51448985128494,55.63313340110611
2004,MO_car020,-122.56237862597726,55.62471004912168
2004,MO_car021,-122.53691049629158,55.735219663638695
2004,QU_car007,-121.50413818669388,55.10600617133578
2004,QU_car012,-121.41430332833255,55.09346750701154
2004,QU_car014,-121.00682213530587,54.875012686696884
2004,QU_car031,-121.53937741856672,54.75614892722122
2004,QU_car035,-121.43259855086364,54.90993073331881
2004,QU_car036,-120.98296122572346,54.87352487556198
2004,QU_car037,-121.21469090429032,54.82540045963973
2004,QU_car038,-121.60808193312928,54.94302165012898
2005,BP_car022,-122.29860595244905,55.409509187688606
2005,BP_car032,-122.20235257938462,55.35642534399942
2005,BP_car043,-122.32888951825481,55.45445064662639
2005,HR_car001,-122.08625739386659,54.88218684285801
2005,HR_car002,-122.3933170968502,54.955013614438485
2005,HR_car016,-122.18580707493484,54.82544322704397
2005,HR_car029,-121.6209495570986,54.36994054277641
2005,HR_car030,-122.20054667949648,54.82530738785687
2005,HR_car033,-122.06720899691976,54.70432258462233
2005,KE_car003,-122.70427983472547,55.165102339817345
2005,KE_car004,-122.59686080479246,55.12103656347698
2005,KE_car011,-122.77061562035195,55.20016569796396
2005,KE_car024,-122.63175764129609,55.151124530064315
2005,KE_car025,-122.64905494012775,55.20595324426243
2005,KE_car026,-122.63924964012956,55.20858980120556
2005,KE_car039,-122.6746045163816,55.1462654839055
2005,KE_car044,-122.61534053543497,55.2865561179171
2005,MO_car005,-122.4495294302567,55.65203363944682
2005,MO_car006,-122.50293856226881,55.838580323648685
2005,MO_car009,-122.46828061026986,55.638921580808095
2005,MO_car010,-122.43335982976005,55.663958407646035
2005,MO_car020,-122.43112320658248,55.66565961576749
2005,MO_car021,-122.48323072883025,55.77629379396419
2005,QU_car007,-121.41190332801953,55.106023730417654
2005,QU_car012,-121.3612583873131,55.12571737380759
2005,QU_car031,-121.56503325106098,54.615659228495154
2005,QU_car035,-121.29588358673837,55.03472236583594
2005,QU_car036,-120.97263420617372,54.87971566268365
2005,QU_car037,-121.10306897199283,54.851529431250775
2005,QU_car038,-121.50534028861354,55.03390055144555
2005,QU_car040,-121.62514904172457,55.10272910335704
2005,QU_car041,-121.63032745570038,54.87808429932563
2005,QU_car042,-121.42574020334402,55.10091333527238
2005,QU_car045,-121.01583126621044,54.90644527549651
2005,QU_car046,-121.03580697513785,54.90328685629628
2006,BP_car022,-122.35813517955991,55.43779542047977
2006,BP_car043,-122.37088542382523,55.484426158572504
2006,HR_car002,-122.18470768927574,54.8500274327101
2006,HR_car033,-122.07703341539653,54.7106458574191
2006,KE_car004,-122.57944409893696,55.13565793299723
2006,KE_car011,-122.70435995822159,55.256804255995476
2006,KE_car026,-122.69953040157178,55.258150993746725
2006,KE_car039,-122.61805380450954,55.201430919418335
2006,KE_car044,-122.65548803713081,55.272317830264605
2006,KE_car047,-122.68036473957768,55.21046855446683
2006,KE_car048,-122.62140547661735,55.228469143726336
2006,KE_car049,-122.73430782199324,55.26079128658975
2006,KE_car050,-122.68782185007754,55.18814976052083
2006,KE_car051,-122.66408225234743,55.183751491931574
2006,KE_car053,-122.58240336562199,55.327513524983345
2006,MO_car005,-122.38604311288321,55.6399487755878
2006,MO_car006,-122.5266286907199,55.83226450697706
2006,MO_car009,-122.459570470827,55.62985390466796
2006,MO_car052,-122.6567350868568,55.66717718162829
2006,NA_car054,-120.62315698379942,55.017305197917636
2006,NA_car055,-120.64724411358911,54.99040844704241
2006,NA_car056,-120.46907780901155,55.00737908068532
2006,QU_car007,-121.4430348538333,55.08234153979579
2006,QU_car035,-121.33399570860432,54.941143624401
2006,QU_car036,-120.98857286037097,54.8822186153922
2006,QU_car037,-121.15218886659393,54.85998634425786
2006,QU_car038,-121.54215865004596,55.01711887248696
2006,QU_car040,-121.53723873703916,55.09937242097282
2006,QU_car041,-121.33066923712076,55.070995791873315
2006,QU_car042,-121.43704737976974,55.1028962937638
2006,QU_car045,-121.21224078611225,54.92308911031004
2006,QU_car046,-121.14527273335611,54.920325006696295
2007,BP_car022,-122.35426532908912,55.38277044958001
2007,HR_car002,-122.21186475081349,54.808417239671826
2007,HR_car033,-122.15985696791518,54.70697788345544
2007,KE_car004,-122.541122822815,55.132491742984456
2007,KE_car026,-122.73972175957154,55.29776236716545
2007,KE_car039,-122.555734093824,55.238004963439884
2007,KE_car044,-122.61043036860026,55.29085229031525
2007,KE_car047,-122.64416501922774,55.23021589887982
2007,KE_car048,-122.51717334842115,55.23873936601914
2007,KE_car049,-122.63944694619013,55.204962554663425
2007,KE_car050,-122.66889226589117,55.20131158677526
2007,KE_car051,-122.60794859868649,55.21273747457685
2007,KE_car053,-122.70130642292096,55.270308405789194
2007,KE_car061,-122.53339710313172,55.20267185421621
2007,KE_car062,-122.62245767075977,55.24202576009792
2007,KE_car063,-122.71864827748277,55.264489244466525
2007,KE_car064,-122.69060585630272,55.15433651854051
2007,KE_car065,-122.64281668066535,55.23956928301681
2007,MO_car006,-122.5371726202137,55.7893850496097
2007,MO_car009,-122.46189711017054,55.69497537079512
2007,MO_car052,-122.5317846693557,55.78152539686243
2007,MO_car066,-122.55446100890195,55.65718180268323
2007,MO_car067,-122.5306972584474,55.70106590015484
2007,NA_car054,-120.45751954854559,54.880861529956746
2007,NA_car055,-120.71101251052805,55.08766147344827
2007,NA_car056,-120.6197084170817,54.831771551009794
2007,NA_car077,-120.56473992984978,55.05941484667282
2007,QU_car007,-121.52654821031417,55.08700401489848
2007,QU_car035,-121.37283235270243,54.94363104912814
2007,QU_car036,-121.01294990468531,54.859974051270264
2007,QU_car037,-121.1084552255008,54.87608048684343
2007,QU_car038,-121.38924428043444,55.11668789068784
2007,QU_car045,-121.31252340714089,54.90426589629525
2007,QU_car046,-121.30802070060037,54.90376195373371
2007,QU_car057,-120.97174427544837,54.84463178854299
2007,QU_car058,-120.9618086112598,54.875444088651186
2007,QU_car059,-121.14536198682767,54.87810285299356
2007,QU_car060,-121.00913395883683,54.85846361205707
2007,QU_car068,-121.66277791552402,55.121275239024186
2007,QU_car069,-121.5850303858437,54.97074455390278
2007,QU_car070,-121.37571608755468,55.119712305553335
2007,QU_car071,-121.5121530792769,55.081629731467146
2007,QU_car072,-121.46392221121192,54.82106747698255
2007,QU_car073,-121.47401560278142,54.77885824317007
2007,QU_car074,-121.40154684053799,55.10504492563158
2007,QU_car075,-121.3579179431367,55.12839443945209
2008,BP_car022,-122.27794551648341,55.42739079213916
2008,BP_car100,-122.29602085120369,55.41232833032929
2008,BP_car101,-122.34948713755989,55.44499822106588
2008,GR_CG06,-122.98496668463267,56.56356857668358
2008,GR_GC01,-122.79819247534246,56.238545664382634
2008,GR_GC02,-122.60932094024965,56.28763701118589
2008,GR_GC03,-122.66099786983013,56.30964142436608
2008,GR_GC04,-122.7225117889748,56.45948640433432
2008,GR_GC05,-122.62030196951494,56.285627814509255
2008,GR_GC06,-123.05363894750771,56.621885266305945
2008,GR_GC07,-122.93223011871615,56.56261365904471
2008,GR_GC08,-122.87576809003899,56.54393783100742
2008,GR_GC09,-122.80356631797832,56.59775450850164
2008,GR_GC10,-122.80221054546281,56.56846613759626
2008,GR_GC11,-122.87292237130548,56.623414173045774
2008,GR_GC12,-122.95106115512193,56.615629591993866
2008,GR_GC13,-123.30571316698521,56.87526929505677
2008,GR_GC14,-123.01898475640797,56.66684265885839
2008,GR_GC15,-123.14017258316774,56.36446731501293
2008,GR_GC16,-122.7420449133442,56.440438556987935
2008,GR_GC17,-122.71413809750705,56.41072103360042
2008,GR_GC18,-122.56593216361335,56.26476689328453
2008,GR_GC19,-122.8540888616704,56.28633172402437
2008,GR_GC20,-122.59875101053692,56.27437279694517
2008,GR_GC21,-123.0589613511083,56.82999220906681
2008,GR_GC22,-122.88608289419449,56.758413916974725
2008,GR_GC23,-123.14552492838637,56.81035852709177
2008,KE_car004,-122.34679737631878,55.23217805131419
2008,KE_car026,-122.84671263083676,55.237054651887846
2008,KE_car039,-122.74529486885712,55.291448522283666
2008,KE_car048,-122.77471924683593,55.23072218596928
2008,KE_car049,-122.77492556056505,55.2207460175361
2008,KE_car050,-122.74802681894329,55.30109958949443
2008,KE_car051,-122.74206743740638,55.165247443730266
2008,KE_car053,-122.62158548627377,55.26868756393523
2008,KE_car061,-122.6257655853498,55.19728692688671
2008,KE_car062,-122.66126843049312,55.20593859230596
2008,KE_car063,-122.70954297859686,55.222397543411375
2008,KE_car064,-122.68771652293971,55.15490466076674
2008,KE_car065,-122.65883139848076,55.220639290151404
2008,KE_car095,-122.74811006482803,55.18084818377925
2008,KE_car096,-122.79607980366703,55.19687623836306
2008,KE_car097,-122.72701729112653,55.14813760008105
2008,KE_car098,-122.72769688187448,55.1748342313725
2008,KE_car099,-122.72371441108717,55.15051945808355
2008,MO_car006,-122.46855684698507,55.789241837956915
2008,MO_car066,-122.55358608054038,55.64884512638077
2008,MO_car067,-122.49896848961644,55.76588134746402
2008,MO_car079,-122.99708881394697,55.78799681747178
2008,MO_car080,-122.52327676512037,55.68831407472843
2008,MO_car102,-122.60832263078021,55.99151842709032
2008,MO_car103,-122.51953006627173,55.87000520954077
2008,MO_car104,-122.49206896832811,55.84681126491327
2008,NA_car056,-120.63292539965072,54.926206238298114
2008,NA_car077,-120.61824691211906,55.0772488096141
2008,NA_car078,-120.62213971919515,54.784850677396214
2008,QU_car007,-121.3393831350561,55.145249954582255
2008,QU_car035,-121.36644709078328,54.97257109545808
2008,QU_car036,-120.94973884234719,54.88613712886439
2008,QU_car037,-120.55032651694583,55.08037840675455
2008,QU_car057,-120.98608788891244,54.845765720691986
2008,QU_car058,-120.99421637155952,54.8698845239756
2008,QU_car059,-121.17631013780692,54.88973107310498
2008,QU_car068,-121.61325367641479,55.13920039164448
2008,QU_car069,-121.62890922457623,54.96452964459482
2008,QU_car070,-121.38327097283259,55.11883237930387
2008,QU_car071,-121.51876980228228,55.08935626767253
2008,QU_car073,-121.22642306485253,55.009186256037005
2008,QU_car074,-121.42167808371342,55.099289625041024
2008,QU_car075,-121.35110753108944,55.129929324293585
2009,BP_car100,-122.3598950382278,55.443780080936556
2009,BP_car101,-122.37447732427135,55.44620871007351
2009,BP_car115,-122.33484523731754,55.46304117175382
2009,GR_GC01,-122.57310935470603,56.277802294842836
2009,GR_GC02,-122.58590299588967,56.296853809474705
2009,GR_GC03,-122.63637985970254,56.29913269230277
2009,GR_GC04,-122.64175858246959,56.42971440198586
2009,GR_GC05,-122.61901189776688,56.3219329470666
2009,GR_GC07,-122.8742653753807,56.51178209935998
2009,GR_GC08,-122.89166039732925,56.56870141926233
2009,GR_GC09,-122.82733169703901,56.56718277986566
2009,GR_GC10,-122.88912298678031,56.57904686724272
2009,GR_GC11,-122.87624120384595,56.62059224389139
2009,GR_GC12,-122.94362958450813,56.60321642588706
2009,GR_GC15,-122.58642433457948,56.30999555119452
2009,GR_GC16,-122.66162496073909,56.33934944239701
2009,GR_GC17,-122.6187655216821,56.32151888852414
2009,GR_GC18,-122.62478377385149,56.32600965272873
2009,GR_GC19,-122.82937697503654,56.34667501394449
2009,GR_GC20,-122.58189744962044,56.278499728140744
2009,GR_GC21,-122.92881470299307,56.847763790114314
2009,GR_GC22,-122.8801793098666,56.75549432131828
2009,GR_GC23,-123.15655768809484,56.80523769505215
2009,KE_car062,-122.57007698798516,55.218012599108455
2009,KE_car063,-122.60794561281656,55.185245262190044
2009,KE_car064,-122.65947898294804,55.19622276606437
2009,KE_car065,-122.67561284154442,55.192171269515555
2009,KE_car095,-122.61545618720699,55.25751827201597
2009,KE_car096,-122.71938587481888,55.195778701240855
2009,KE_car097,-122.67163426538833,55.18585727260236
2009,KE_car098,-122.66796169224496,55.20998559706404
2009,KE_car099,-122.67181064528049,55.17196965797705
2009,KE_car118,-122.6145962194173,55.13372796877894
2009,KE_car119,-122.69871758334402,55.183583311393406
2009,KE_car120,-122.70305436474462,55.177941823416006
2009,KE_car121,-122.77352971013357,55.249195176916366
2009,MO_car079,-123.37129007245838,55.75374754419387
2009,MO_car080,-122.52023069831891,55.77801001311144
2009,MO_car102,-122.58551478010857,55.79224149495996
2009,MO_car103,-122.56333783381325,55.733433123375285
2009,MO_car104,-122.58587229307615,55.756422831641615
2009,MO_car116,-122.82746099466054,55.83156757252185
2009,NA_car056,-120.35079672763246,54.70718609582052
2009,NA_car077,-120.5869071465785,55.079312039682705
2009,NA_car078,-120.31335603736379,55.07762405639124
2009,QU_car057,-120.95331945058716,54.86758817221856
2009,QU_car068,-121.47749257491996,55.145628530496715
2009,QU_car069,-122.2430216657416,54.707459566071954
2009,QU_car070,-121.36096367012544,55.13646539152878
2009,QU_car071,-121.50121417584273,55.16293562478879
2009,QU_car074,-121.3655831311809,55.164520735190195
2009,QU_car075,-121.35577326027325,55.133991853150626
2009,QU_car105,-121.07798968828227,54.882169608441075
2009,QU_car106,-121.14393226604604,54.8263669761205
2009,QU_car107,-121.00237778490272,54.845007031871525
2009,QU_car109,-120.98869057636547,54.85848137231503
2009,QU_car110,-121.46189649633729,55.067105285452996
2009,QU_car111,-121.42638551156205,55.09938446186799
2009,QU_car112,-121.56267091617126,55.05182406101969
2009,QU_car113,-121.40526531726849,55.1159161589562
2009,QU_car114,-121.65029111091975,54.969273102238404
2010,BP_car100,-122.27193428931781,55.35537912031088
2010,BP_car101,-122.30769064074221,55.41758297983234
2010,BP_car115,-122.37653333930861,55.43751065859925
2010,GR_GC07,-122.71500379143478,56.42490371016465
2010,GR_GC08,-122.82187443035052,56.502018238955074
2010,GR_GC09,-122.7656582361319,56.59161856517572
2010,GR_GC11,-122.85921151509467,56.63116855397227
2010,GR_GC12,-122.76522320871415,56.592318128663294
2010,GR_GC16,-122.57314181638363,56.302452175476155
